name,id,nametype,type,class,group,mass (g),fall,year,reclat,reclong,GeoLocation
Lewis Cliff 85366,12836,Valid,Stony,Ordinary,H4,3.4,Found,1985-01-01,-84.27109,161.42201,"(-84.271090, 161.422010)"
Lewis Cliff 88632,14369,Valid,Stony,Ordinary,L3.6,10.3,Found,1988-01-01,-84.27112,161.42573,"(-84.271120, 161.425730)"
Lewis Cliff 86522,13450,Valid,Stony,Ordinary,H6,42.7,Found,1986-01-01,-84.27116,161.35147,"(-84.271160, 161.351470)"
Lewis Cliff 86540,13468,Valid,Iron,Primitive Achondrites,"Iron, IAB-sLH",21.1,Found,1986-01-01,-84.27121,161.35133,"(-84.271210, 161.351330)"
Lewis Cliff 88664,14401,Valid,Stony,Ordinary,H5,2.6,Found,1988-01-01,-84.27123,161.41638,"(-84.271230, 161.416380)"
Lewis Cliff 85424,12892,Valid,Stony,Ordinary,L6,4.4,Found,1985-01-01,-84.2713,161.4155,"(-84.271300, 161.415500)"
Lewis Cliff 86307,13239,Valid,Stony,Ordinary,L3.3-3.5,4.9,Found,1986-01-01,-84.2713,161.43136,"(-84.271300, 161.431360)"
Lewis Cliff 88673,14410,Valid,Stony,Ordinary,L4,6.9,Found,1988-01-01,-84.27135,161.41234,"(-84.271350, 161.412340)"
Lewis Cliff 88695,14432,Valid,Stony,Ordinary,LL6,2.7,Found,1988-01-01,-84.27139,161.40438,"(-84.271390, 161.404380)"
Lewis Cliff 86367,13298,Valid,Stony,Ordinary,L3.4,10.5,Found,1986-01-01,-84.27142,161.42937,"(-84.271420, 161.429370)"
Lewis Cliff 88667,14404,Valid,Stony,Ordinary,H5,6.7,Found,1988-01-01,-84.27145,161.36688,"(-84.271450, 161.366880)"
